"IncidentNO","year","State","City","ZIP","Street","Other","Firefighter","Total","Cause"
"1205525",2012,"IA","Cedar Rapids","52402","WESTERN PINE",1,0,1,"Smoking"
"0000032",2012,"IA","Onawa","51040","3rd",1,0,1,"Unknown"
"0002811",2012,"IA","DES MOINES","50315","HARTFORD",1,0,1,"Smoking"
"0005764",2012,"IA","DES MOINES","50317","35TH",1,0,1,"Smoking"
"0016873",2012,"IA","DES MOINES","50309","STANTON",1,0,1,"Intentional"
"0005032",2012,"IA","COUNCIL BLUFFS","51503","34",1,0,1,"Investigation with Arson Module"
"0007824",2012,"IA","COUNCIL BLUFFS","51503","BENNETT AV",1,0,1,"Investigation with Arson Module"
"1200034",2012,"IA","Grinnell","50112","Washington",1,0,1,"Appliances"
"0000831",2012,"IA","Ottumwa","52501","Osceola",1,0,1,"Intentional"
"0003372",2012,"IA","SIOUX CITY","51105","ROBINSON",1,0,1,"Electrical Malfunction"
"0005115",2012,"IA","SIOUX CITY","51105","21ST",1,0,1,"Open Flame"
"8004104",2012,"ID","Boise","83705","LOVELAND",1,0,1,"Smoking"
"8010640",2012,"ID","Boise","83709","RANDOLPH",1,0,1,"Unknown"
"0962",2012,"ID","Pocatello","83201","WARREN",1,0,1,"Smoking"
"0002407",2012,"ID","Blackfoot","83221","1200 West",1,0,1,"Unknown"
"0003594",2012,"ID","Coeur d Alene","83814","S SEARCHLIGHT LN",1,0,1,"Intentional"
"2012016",2012,"ID","BONNER","83856","McDonald Creek",2,0,2,"Heating"
"0000507",2012,"IL","Belvidere","61008","Hurlbut",3,0,3,"Other Unintentional, Careless"
"0000035",2012,"IL","Savanna","61074","Diehl",1,0,1,"Unknown"
"0000038",2012,"IL","Beardstown","62618","Hagener",2,0,2,"Unknown"
"0012015",2012,"IL","Marshall","62441","502 Redwoood",1,0,1,"Heating"
"012-128",2012,"IL","Carlyle","62253","21555 Fox Dr",1,0,1,"Unknown"
"1204121",2012,"IL","Mattoon","61938","Wedgewood Court",1,0,1,"Appliances"
"0009156",2012,"IL","Des Plaines","60018","IRWIN",1,0,1,"Investigation with Arson Module"
"0009476",2012,"IL","Arlington Heights","60004","DUNTON",1,0,1,"Intentional"
"0002088",2012,"IL","HOFFMAN ESTATES","60169","CUMBERLAND",1,0,1,"Unknown"
"0004645",2012,"IL","Mount Prospect","60056","CANNON",1,0,1,"Smoking"
"0005895",2012,"IL","BOLINGBROOK","60440","KINGSTON",1,0,1,"Unknown"
"0000032",2012,"IL","Calumet City","60409","Buffalo",1,0,1,"Unknown"
"0000360",2012,"IL","LANSING","60438","GREENBAY",1,0,1,"Intentional"
"0001474",2012,"IL","MIDLOTHIAN","60445","147th",1,0,1,"Intentional"
"01201",2012,"IL","PARK FOREST","60466","WESTERN",1,0,1,"Smoking"
"01573",2012,"IL","PARK FOREST","60466","ASH",2,0,2,"Other Heat"
"0005531",2012,"IL","Chicago","60626","SHERIDAN",1,0,1,"Other Heat"
"0013562",2012,"IL","Chicago","60657","LAKE SHORE",1,0,1,"Unknown"
"0035734",2012,"IL","Chicago","60640","BEACON",1,0,1,"Other Heat"
"0043579",2012,"IL","Chicago","60827","130TH",2,0,2,"Heating"
"0045946",2012,"IL","Chicago","60618","HAMLIN",1,0,1,"Open Flame"
"0078791",2012,"IL","Chicago","60628","PRAIRIE",2,0,2,"Other Heat"
"0082734",2012,"IL","Chicago","60638","NATCHEZ",1,0,1,"Unknown"
"0133425",2012,"IL","Chicago","60634","BELLE PLAINE",1,0,1,"Other Heat"
"0164035",2012,"IL","Chicago","60639","MARMORA",2,0,2,"Other Heat"
"0190324",2012,"IL","Chicago","60647","MOZART",1,0,1,"Other Heat"
"0279886",2012,"IL","Chicago","60639","ALTGELD",1,0,1,"Other Heat"
"0386226",2012,"IL","Chicago","60617","AVENUE O",1,0,1,"Other Heat"
"0462413",2012,"IL","Chicago","60623","LAWNDALE",1,0,1,"Other Heat"
"0512419",2012,"IL","Chicago","60645","SACRAMENTO",2,0,2,"Other Heat"
"0552963",2012,"IL","Chicago","60632","AVERS",1,0,1,"Other Heat"
"0561818",2012,"IL","Chicago","60612","FRANKLIN",1,0,1,"Unknown"
"0638959",2012,"IL","Chicago","60647","CENTRAL PARK",1,0,1,"Unknown"
"0715138",2012,"IL","Chicago","60624","VAN BUREN",1,0,1,"Appliances"
"0759689",2012,"IL","Chicago","60636","PAULINA",2,0,2,"Cooking"
"0000599",2012,"IL","Clinton","61727","Walnut",1,0,1,"Heating"
"0003350",2012,"IL","Bensenville","60106","York",1,0,1,"Investigation with Arson Module"
"0003499",2012,"IL","Lombard","60148","AHRENS",1,0,1,"Unknown"
"0002596",2012,"IL","Villa Park","60181","Princeton",1,0,1,"Unknown"
"0012017",2012,"IL","Kempton","60946","Township Line Road",1,0,1,"Unknown"
"0000279",2012,"IL","Benton","62812","Main",1,0,1,"Unknown"
"0120442",2012,"IL","Lewistown","61542","Jefferson",1,0,1,"Unknown"
"1200008",2012,"IL","Kane","62054","Hinton",2,0,2,"Unknown"
"0001466",2012,"IL","Morris","60450","CREEK",1,0,1,"Other Unintentional, Careless"
"0000098",2012,"IL","Mount Vernon","62864","23rd",1,0,1,"Unknown"
"0001431",2012,"IL","Mount Vernon","62864","Perkins",1,0,1,"Investigation with Arson Module"
"0000730",2012,"IL","Yorkville","60560","MUIRFIELD",1,0,1,"Intentional"
"2120054",2012,"IL","Plano","60545","West",1,0,1,"Other Heat"
"0003222",2012,"IL","Highland Park","60035","MIDLAND",1,0,1,"Unknown"
"0000642",2012,"IL","ZION","60099","Sheridan",1,0,1,"Unknown"
"0008185",2012,"IL","WAUKEGAN","60085","JENKINSON",1,0,1,"Playing with Heat Source"
"0000709",2012,"IL","Edwardsville","62025","Hillsboro",2,0,2,"Investigation with Arson Module"
"0000467",2012,"IL","GLEN CARBON","62034","30 TRAILER",1,0,1,"Unknown"
"0000467",2012,"IL","GLEN CARBON","62034","30 TRAILER",1,0,1,"Exposure"
"0000467",2012,"IL","GLEN CARBON","62034","30 TRAILER",1,0,1,"Exposure"
"0000494",2012,"IL","GLEN CARBON","62034","MAIN",1,0,1,"Smoking"
"0000002",2012,"IL","MADISON","62060","304 TERRY STREET",1,0,1,"Unknown"
"1200002",2012,"IL","Sorento","62086","1626 Elevator Rd",1,0,1,"Unknown"
"0000147",2012,"IL","Columbia","62236","Liberty",1,0,1,"Other Heat"
"2012083",2012,"IL","HILLSBORO","62049","Douglas",1,0,1,"Unknown"
"1201539",2012,"IL","PEORIA","61604","GIFT",3,0,3,"Unknown"
"1204558",2012,"IL","PEORIA","61602","SHOSHONE",1,0,1,"Unknown"
"1210260",2012,"IL","PEORIA","61602","SHELLEY",1,0,1,"Other Unintentional, Careless"
"1200005",2012,"IL","Pinckneyville","62274","Wisconsin",1,0,1,"Smoking"
"0001901",2012,"IL","Metropolis","62960","Hamletsburg Dog Island Road",3,0,3,"Unknown"
"0000079",2012,"IL","ELDORADO","62930","GARFIELD",1,0,1,"Other Unintentional, Careless"
"0012399",2012,"IL","SPRINGFIELD","62704","KIRKLEY",1,0,1,"Intentional"
"0012798",2012,"IL","SPRINGFIELD","62712","HAYLEY",1,0,1,"Unknown"
"0013754",2012,"IL","SPRINGFIELD","62712","TROON",1,0,1,"Unknown"
"0015973",2012,"IL","SPRINGFIELD","62703","CORNELL",1,0,1,"Other Unintentional, Careless"
"0012057",2012,"IL","Herrick","62431","Adams",1,0,1,"Open Flame"
"0001341",2012,"IL","E St Louis ","62204","37th",2,0,2,"Unknown"
"0000028",2012,"IL","Washington Park","62204","Forest",1,0,1,"Unknown"
"0012064",2012,"IL","Pekin","61568","Towerline",1,0,1,"Intentional"
"0000687",2012,"IL","Joliet","60432","STERLING",1,0,1,"Unknown"
"2012261",2012,"IL","Marion","62959","logan",1,0,1,"Unknown"
"0000108",2012,"IN","Decatur","46733","Roeville RD",1,0,1,"Unknown"
"0013849",2012,"IN","FORT WAYNE","46806","ANDRE",1,0,1,"Unknown"
"1200327",2012,"IN","New Haven","46774","GREEN",1,0,1,"Unknown"
"0000252",2012,"IN","WASHINGTON","47501","7TH",1,0,1,"Unknown"
"0000252",2012,"IN","WASHINGTON","47501","7TH",1,0,1,"Exposure"
"0000252",2012,"IN","WASHINGTON","47501","7TH",1,0,1,"Exposure"
"0000252",2012,"IN","WASHINGTON","47501","7TH",1,0,1,"Exposure"
"0000252",2012,"IN","WASHINGTON","47501","7TH",1,0,1,"Exposure"
"0000252",2012,"IN","WASHINGTON","47501","7TH",1,0,1,"Exposure"
"0000252",2012,"IN","WASHINGTON","47501","7TH",1,0,1,"Exposure"
"0000252",2012,"IN","WASHINGTON","47501","7TH",1,0,1,"Exposure"
"0000252",2012,"IN","WASHINGTON","47501","7TH",1,0,1,"Exposure"
"0000447",2012,"IN","Princeton","47670","SEMINARY",1,0,1,"Appliances"
"0000251",2012,"IN","Solsberry","47459","Uland",1,0,1,"Smoking"
"0000917",2012,"IN","Bloomington","47402","ALLEN STREET",1,0,1,"Unknown"
"0000418",2012,"IN","Mooresville","46158","Center",1,0,1,"Unknown"
"12228",2012,"IN","Albion","46701","7th",1,0,1,"Unknown"
"0000145",2012,"IN","PETERSBURG","47567","Knox",1,0,1,"Unknown"
"0327024",2012,"IN","Winchester","47394","Old US27",1,0,1,"Unknown"
"0003642",2012,"IN","South Bend","46637","Darden",1,0,1,"Other Heat"
"0012186",2012,"IN","Fountaintown","46130","600 S",1,0,1,"Intentional"
"0001346",2012,"IN","ANGOLA","46703","Growth",1,0,1,"Open Flame"
"0000168",2012,"IN","Lafayette","47909","350",1,0,1,"Unknown"
"1280284",2012,"IN","EVANSVILLE","47710","MARYLAND",1,0,1,"Intentional"
"0000089",2012,"IN","PEKIN","47165","OLD PEKIN",1,0,1,"Unknown"
"0000005",2012,"KS","Medicine Lodge","67104","Curry Lane",1,0,1,"Smoking"
"1200007",2012,"KS","Horton","66439","2nd",1,0,1,"Intentional"
"0000854",2012,"KS","Hays","67601","6th",1,0,1,"Unknown"
"0000017",2012,"KS","GARDEN CITY","67846","NANCY",3,0,3,"Unknown"
"0001021",2012,"KS","Dodge City","67801","Second Ave",2,0,2,"Electrical Malfunction"
"0320141",2012,"KS","OLATHE","66062","Somerset",1,0,1,"Cooking"
"0000591",2012,"KS","PARSONS","67357","Main",1,0,1,"Heating"
"0000405",2012,"KS","INDEPENDENCE","67301","EDISON",1,0,1,"Open Flame"
"1200244",2012,"KS","Chanute","66720","Larson",1,0,1,"Unknown"
"0000041",2012,"KS","Plainville","67663","620 S Plainville Ave",1,0,1,"Unknown"
"0008659",2012,"KS","Wichita","67216","IDA",1,0,1,"Smoking"
"0027111",2012,"KS","Wichita","67217","GLENN",1,0,1,"Smoking"
"0059684",2012,"KS","Wichita","67218","TWIN OAKS",2,0,2,"Other Unintentional, Careless"
"0060704",2012,"KS","Wichita","67218","GEORGE WASHINGTON",1,0,1,"Appliances"
"0036695",2012,"KS","Derby","67037","87TH",1,0,1,"Unknown"
"1471",2012,"KS","TOPEKA","66604","NAVAJO",4,0,4,"Equipment Misoperation, Failure"
"1471",2012,"KS","TOPEKA","66604","NAVAJO",4,0,4,"Exposure"
"1471",2012,"KS","TOPEKA","66604","NAVAJO",4,0,4,"Exposure"
"1471",2012,"KS","TOPEKA","66604","NAVAJO",4,0,4,"Exposure"
"1471",2012,"KS","TOPEKA","66604","NAVAJO",4,0,4,"Exposure"
"4596",2012,"KS","TOPEKA","66609","37TH",1,0,1,"Smoking"
"11764",2012,"KS","TOPEKA","66609","TOPEKA",1,0,1,"Smoking"
"2001003",2012,"KS","KANSAS CITY","66105","9TH",1,0,1,"Open Flame"
"2016946",2012,"KS","KANSAS CITY","66111","75TH",1,0,1,"Unknown"
"2022140",2012,"KS","KANSAS CITY","66104","WAVERLY",1,0,1,"Unknown"
"0000011",2012,"KY","Columbia","42728","Knifley",1,0,1,"None"
"0000499",2012,"KY","Glasgow","42141","BRYAN",1,0,1,"Unknown"
"0002511",2012,"KY","OWENSBORO","42301","JED",1,0,1,"Unknown"
"0005874",2012,"KY","OWENSBORO","42301","TANGLEWOOD",1,0,1,"Unknown"
"0100398",2012,"KY","LEXINGTON","40505","RADCLIFFE RD",1,0,1,"Cooking"
"0105104",2012,"KY","LEXINGTON","40504","NANCY HANKS RD",1,0,1,"Unknown"
"0021257",2012,"KY","Mayfield","42066","722 West Lochridge",2,0,2,"Unknown"
"10",2012,"KY","RineyvilleRR name","40162","long Hollow",2,0,2,"Unknown"
"0000127",2012,"KY","Madisonville","42431","Hall",1,0,1,"Open Flame"
"0001842",2012,"KY","LOUISVILLE","40214","KILMORY",1,0,1,"Unknown"
"0018842",2012,"KY","LOUISVILLE","40214","3RD",2,0,2,"Natural"
"0020119",2012,"KY","LOUISVILLE","40214","WAMPUM",1,0,1,"Intentional"
"0023599",2012,"KY","LOUISVILLE","40203","JACKSON",1,0,1,"Intentional"
"0032296",2012,"KY","LOUISVILLE","40212","DUNCAN",1,0,1,"Unknown"
"0120132",2012,"KY","Paintsville","41240","1120 Short Street",1,1,2,"Unknown"
"02-2012",2012,"KY","River","41254","1085 Ky Route3224",1,0,1,"Unknown"
"0000002",2012,"KY","River","41254","Ky Rt 3224",1,0,1,"None"
"0013829",2012,"KY","Kite","41828","Irving",1,0,1,"Heating"
"2012137",2012,"KY","Jenkins","41537","Mountain Breeze",1,0,1,"Unknown"
"027-076",2012,"KY","Eubank","42567","192 Joe Mcmullin Rd",2,0,2,"Intentional"
"42",2012,"KY","Waco","40385","college hill",1,0,1,"Investigation with Arson Module"
"87",2012,"KY","Waco","40385","College Hill",1,0,1,"None"
"1",2012,"KY","McKee","40447","395 Amos Baker Rd",1,0,1,"None"
"12752",2012,"KY","Morehead","40351","Fall",1,0,1,"Heating"
"0000188",2012,"KY","GEORGETOWN","40324","LAKEVIEW",1,0,1,"None"
"0000229",2012,"LA","Crowley","70526","8th",2,0,2,"Unknown"
"0000229",2012,"LA","Crowley","70526","8th",2,0,2,"Exposure"
"0000004",2012,"LA","Mansura","71350","Deshotel",1,0,1,"Unknown"
"1201449",2012,"LA","SHREVEPORT","71109","ST LOUIS",1,0,1,"Other Unintentional, Careless"
"0000059",2012,"LA","VILLE PLATTE","70586","HICKORY",1,0,1,"Unknown"
"0011716",2012,"LA","LAFITTE","70067","5365 fisher",1,0,1,"Unknown"
"0000152",2012,"LA","Marrero","70072","14th",1,0,1,"Unknown"
"0114130",2012,"LA","LAFAYETTE","70501","SUNSET",1,0,1,"Intentional"
"0327800",2012,"LA","LAFAYETTE","70501","AMBROISE",1,0,1,"Investigation with Arson Module"
"2012405",2012,"LA","CUT OFF","70345","87TH",1,0,1,"Cooking"
"0000451",2012,"LA","Bastrop","71220","Randal",1,0,1,"Unknown"
"0003730",2012,"LA","WEST MONROE","71291","NEWMAN",1,0,1,"Unknown"
"0000011",2012,"LA","Opelousas","70570","Court",2,0,2,"Unknown"
"0000477",2012,"LA","Opelousas","70570","SRailroad",1,0,1,"Unknown"
"2012060",2012,"LA","Patterson","70392","133 Shady Grove",1,0,1,"Other Unintentional, Careless"
"0000412",2012,"LA","Pearl River","70452","Hwy 41",1,0,1,"Unknown"
"0001265",2012,"LA","Ponchatoula","70454","KATINA",1,0,1,"Unknown"
"213",2012,"LA","Kentwood","70444","Clevon Huff RD",1,0,1,"Unknown"
"0000057",2012,"LA","Leesville","71446","Bailey",1,0,1,"Unknown"
"0000054",2012,"LA","Pioneer","71266","Highway 588",2,0,2,"Unknown"
"0000286",2012,"MA","Eastham","02642","Gimlet",1,0,1,"Intentional"
"1660",2012,"MA","Pittsfield","01201","ORCHARD",1,0,1,"Smoking"
"1204208",2012,"MA","Attleboro","02703","WOODSTOCK",1,0,1,"Unknown"
"38958",2012,"MA","Fairhaven","02719","Mill Rd",1,0,1,"Appliances"
"4818",2012,"MA","NEW BEDFORD","02740","RUSSELL",1,0,1,"Unknown"
"4818",2012,"MA","NEW BEDFORD","02740","RUSSELL",1,0,1,"Exposure"
"0000281",2012,"MA","NORTH ATTLEBORO","02760","Chestnut",1,0,1,"Smoking"
"402",2012,"MA","Rehoboth","02769","Pinegrove",1,0,1,"Electrical Malfunction"
"2008561",2012,"MA","HAVERHILL","01830","WASHINGTON ST",1,0,1,"Smoking"
"0000443",2012,"MA","Lynn","01901","Essex",1,0,1,"Cooking"
"0009744",2012,"MA","Lynn","01902","McKinley",2,0,2,"Unknown"
"351",2012,"MA","Holyoke","01040","SOUTH",1,0,1,"Open Flame"
"0001043",2012,"MA","Longmeadow","01106","Cobble Stone",1,0,1,"Intentional"
"2430",2012,"MA","WESTFIELD","01085","NOBLE",1,0,1,"Heating"
"0004971",2012,"MA","CAMBRIDGE","02139","COLUMBIA ST",1,0,1,"Other Unintentional, Careless"
"0004971",2012,"MA","CAMBRIDGE","02139","COLUMBIA ST",1,0,1,"Exposure"
"994",2012,"MA","LITTLETON","01460","LAKE WARREN",1,0,1,"Intentional"
"15674",2012,"MA","Lowell","01852","CENTRAL",1,0,1,"Open Flame"
"4833",2012,"MA","Marlborough","01752","GRANT",1,0,1,"Intentional"
"0001398",2012,"MA","SOMERVILLE","02144","BOSTON",1,0,1,"Cooking"
"1200504",2012,"MA","WAYLAND","01778","GAGE ROAD",1,0,1,"Electrical Malfunction"
"891",2012,"MA","BRIDGEWATER","02324","WINTER",1,0,1,"Electrical Malfunction"
"0000412",2012,"MA","Boston","02125","WESTWIND",1,0,1,"Electrical Malfunction"
"0000001",2012,"MA","BROOKFIELD","01506","QUABOAG",1,0,1,"Unknown"
"1200157",2012,"MA","Gardner","01440","FRANKLIN CT",1,0,1,"Unknown"
"297",2012,"MA","PRINCETON","01541","BALL HILL",1,0,1,"Intentional"
"0000385",2012,"MA","Shrewsbury","01545","QUINSIGAMOND",1,0,1,"Unknown"
"0000175",2012,"MA","Spencer","01562","Cherry",1,0,1,"Unknown"
"1398",2012,"MA","UXBRIDGE","01569","E HARTFORD",2,0,2,"Unknown"
"0000064",2012,"MD","Cumberland","21502","Harrison",2,0,2,"Unknown"
"0000064",2012,"MD","Cumberland","21502","Harrison",2,0,2,"Exposure"
"0000064",2012,"MD","Cumberland","21502","Harrison",2,0,2,"Exposure"
"2171079",2012,"MD","REISTERSTOWN","21136","MAIN",1,0,1,"Unknown"
"0000526",2012,"MD","Rising Sun","21911","TELEGRAPH",1,0,1,"Heating"
"0236735",2012,"MD","PYLESVILLE","21132","WEST HEAPS RD",1,0,1,"Equipment Misoperation, Failure"
"0019083",2012,"MD","TAKOMA PARK","20912","MAPLE",1,0,1,"Other Heat"
"0480019",2012,"MD","District Hgts","20747","HIL MAR",1,0,1,"Unknown"
"2260222",2012,"MD","Landover","20785","LANDOVER",1,0,1,"Unknown"
"3630352",2012,"MD","Greenbelt","20770","LAUREL HILL",1,0,1,"Unknown"
"2210232",2012,"MD","Fairmont Hgts","20743","CARRINGTON",2,0,2,"Other Equipment"
"3300055",2012,"MD","Oxon Hill","20745","BOULDER",1,0,1,"Heating"
"2880054",2012,"MD","Largo","20774","PEACHLEAF",1,0,1,"Other Unintentional, Careless"
"0021527",2012,"MD","Sharpsburg","21782","BACK",1,0,1,"Unknown"
"0006905",2012,"MD","Hagerstown","21740","SUMMIT",2,0,2,"Other Unintentional, Careless"
"1212556",2012,"MD","Baltimore","21225","Ritchie",1,0,1,"Unknown"
"1213025",2012,"MD","GLEN BURNIE","21061","BENESCH CIR",1,0,1,"Intentional"
"1239217",2012,"MD","ANNAPOLIS","21403","NEWPORT",1,0,1,"Unknown"
"1271984",2012,"MD","ODENTON","21113","TENBROOK",1,0,1,"Heating"
"1271984",2012,"MD","ODENTON","21113","TENBROOK",1,0,1,"Exposure"
"1271984",2012,"MD","ODENTON","21113","TENBROOK",1,0,1,"Exposure"
"0017997",2012,"MD","BALTIMORE","21206","ERDMAN",1,0,1,"Other Unintentional, Careless"
"0019654",2012,"MD","BALTIMORE","21201","CHARLES",1,0,1,"Unknown"
"0073696",2012,"MD","BALTIMORE","21224","EASTBOURNE",1,0,1,"Unknown"
"0111297",2012,"MD","BALTIMORE","21213","NORTH",1,0,1,"Unknown"
"0117548",2012,"MD","BALTIMORE","21215","WOODLAND",1,0,1,"Unknown"
"0129173",2012,"MD","BALTIMORE","21206","DENWOOD",5,0,5,"Unknown"
"0146046",2012,"MD","BALTIMORE","21202","MONTFORD",1,0,1,"Unknown"
"0001023",2012,"ME","Fort Fairfield","04742","Presque Isle",1,0,1,"Smoking"
"1200097",2012,"ME","Bremen","04551","Turner",1,0,1,"Unknown"
"9",2012,"ME","Canton","04221","School",1,0,1,"None"
"36",2012,"ME","Rumford","04276","Hillside",1,0,1,"None"
"214",2012,"ME","RumfordTown of","04276","Hillside",1,0,1,"Other Unintentional, Careless"
"12303",2012,"ME","ORRINGTON","04474","Dow",4,0,4,"Heating"
"0000091",2012,"MI","GRAND JUNCTION","49056","102ND",1,0,1,"Unknown"
"0000127",2012,"MI","PULLMAN","49450","112TH",1,0,1,"Unknown"
"0201203",2012,"MI","Skanee","49962","13354 Ohman Rd",1,0,1,"Unknown"
"0000439",2012,"MI","Essexville","48732","HAMPSTEAD",1,0,1,"Other Heat"
"0000093",2012,"MI","Benton Harbor","49022","Territorial",1,0,1,"Open Flame"
"0000404",2012,"MI","BATTLE CREEK","49014","WILLOW",1,0,1,"Unknown"
"0005489",2012,"MI","BATTLE CREEK","49037","YOUNG",1,0,1,"Unknown"
"2012158",2012,"MI","Grayling","49738","Vine",2,0,2,"Unknown"
"0000021",2012,"MI","KINGSLEY","49649","JACKSON",1,0,1,"Unknown"
"0201202",2012,"MI","Port Hope","48468","Birch",1,0,1,"Unknown"
"0000366",2012,"MI","LANSING","48917","CATHERINE",1,0,1,"Unknown"
"1207036",2012,"MI","Kalamazoo","49006","Madison",1,0,1,"Unknown"
"0000017",2012,"MI","KALKASKA TOWNSHIP","49646","N CIRCLE DRIVE",1,0,1,"Cooking"
"2105422",2012,"MI","GR","49546","WHISPERING WAY",1,0,1,"Smoking"
"2105822",2012,"MI","GR","49504","FULTON",1,0,1,"Cooking"
"0001404",2012,"MI","Kentwood","49508","Bayham Dr",1,0,1,"Unknown"
"0000152",2012,"MI","SPARTA","49345","VINTON",1,0,1,"Intentional"
"0000838",2012,"MI","ONSTED","49265","Dudley",1,0,1,"Other Unintentional, Careless"
"0001061",2012,"MI","HOWELL","48855","FAIRLAWN",1,0,1,"Unknown"
"0000003",2012,"MI","Cedarville","49719","Hodeck",1,0,1,"Smoking"
"0002464",2012,"MI","ROSEVILLE","48066","Pattow",1,0,1,"Investigation with Arson Module"
"0000056",2012,"MI","Thompsonville","49683","Vondra",2,0,2,"None"
"0000556",2012,"MI","Thompsonville","49683","Vondra",2,0,2,"None"
"12-0556",2012,"MI","thompsonville","49645","vondra",2,0,2,"Intentional"
"0000008",2012,"MI","Ludington","49431","Robert",1,0,1,"Unknown"
"0001761",2012,"MI","Lambertville","48144","Consear",1,0,1,"Smoking"
"0000145",2012,"MI","Monroe","48162","Kessler",1,0,1,"Unknown"
"0120191",2012,"MI","Greenville","48838","Cass",1,0,1,"Intentional"
"0001652",2012,"MI","MUSKEGON CHARTER TWP","49442","VINE",1,0,1,"Intentional"
"1200002",2012,"MI","White Cloud","49349","Laurel",1,0,1,"Unknown"
"0000528",2012,"MI","HOLLY","48442","COGSHALL",1,0,1,"Open Flame"
"0000532",2012,"MI","HOLLY","48442","ELLIOT",1,0,1,"Electrical Malfunction"
"0001798",2012,"MI","Novi","48377","TWELVE OAKS CRESCENT",1,0,1,"Other Unintentional, Careless"
"0000537",2012,"MI","Pontiac","48342","GINGELL",1,0,1,"Smoking"
"0000551",2012,"MI","White Lake","48383","WAYNE",1,0,1,"Unknown"
"0000008",2012,"MI","New Rea","49446","4770 Park Rd ",1,0,1,"Open Flame"
"0000033",2012,"MI","Holland","49424","west pine lane",1,0,1,"Unknown"
"0000042",2012,"MI","ROSCOMMON","48653","Maplewood",1,0,1,"Unknown"
"0000991",2012,"MI","Saginaw","48601","CHERRY",1,0,1,"Appliances"
"0000991",2012,"MI","CLAY Township","48001","NORTH RIVER",1,0,1,"Heating"
"0000010",2012,"MI","MILLINGTON","48746","SERGENT",1,0,1,"Unknown"
"0000002",2012,"MI","Decatur","49045","78TH",1,0,1,"Unknown"
"0003137",2012,"MI","Detroit","48205","FAIRMOUNT",1,0,1,"Other Heat"
"0005470",2012,"MI","Detroit","48207","JEFFERSON",1,0,1,"Unknown"
"0007062",2012,"MI","Detroit","48234","SYRACUSE",1,0,1,"Unknown"
"0014253",2012,"MI","Detroit","48234","BUFFALO",1,0,1,"Intentional"
"0024022",2012,"MI","Detroit","48209","HUMBOLDT",1,0,1,"Intentional"
"0004461",2012,"MI","INKSTER","48141","WILLIAMS",1,0,1,"Unknown"
"0143775",2012,"MI","LINCOLN PARK","48146","Drouillard",1,0,1,"Investigation with Arson Module"
"7745",2012,"MI","Livonia","48152","CURTIS",1,0,1,"Open Flame"
