"IncidentNO","year","State","City","ZIP","Street","Other","Firefighter","Total","Cause","lon","lat"
"0001285",2012,"FL","Niceville","32578","Kelly",1,0,1,"Exposure",-86.482172,30.5168639
"0120229",2012,"FL","starke","32091","15365 se cr 100A",1,0,1,"Unknown",-82.1098275,29.9441298
"0000752",2012,"FL","Homosassa","34446","SUNCOAST",1,0,1,"Unknown",-82.6151001,28.7813722
"299",2012,"FL","La Belle","33935","Aqua isles",1,0,1,"Investigation with Arson Module",-81.4384092,26.7617322
"1201085",2012,"FL","Chipley","32428","South",1,0,1,"Unknown",-85.538541,30.7818584
"0009480",2012,"FL","BONIFAY","32425","HIGHWAY 79",1,0,1,"None",-85.6796533,30.7918559
"1211045",2012,"FL","CROSS CITY","32628","117th",1,0,1,"Unknown",-83.1251306,29.6343977
"1206776",2012,"FL","Palm Coast","32137","FLORAL",1,0,1,"Unknown",-81.2078699,29.5844524
"15312",2012,"GA","Macon","31201","NORTHERN ST",1,0,1,"Unknown",-83.6324022,32.8406946
"0003460",2012,"GA","Villa Rica","30180","Parker",2,0,2,"Unknown",-84.9191081,33.732052
"0003460",2012,"GA","Villa Rica","30180","Parker",2,0,2,"Exposure",-84.9191081,33.732052
"0003460",2012,"GA","Villa Rica","30180","Parker",2,0,2,"Exposure",-84.9191081,33.732052
"0003460",2012,"GA","Villa Rica","30180","Parker",2,0,2,"Exposure",-84.9191081,33.732052
"0000889",2012,"GA","ROSSVILLE","30741","GREENS LAKE",1,0,1,"Unknown",-85.2860676,34.9831309
"1200145",2012,"GA","Savannah","31405","Stuyvesant",1,0,1,"Unknown",-81.0998342,32.0835407
"1200230",2012,"GA","Savannah","31401","Forrest",1,0,1,"Unknown",-81.0998342,32.0835407
"1201289",2012,"GA","Savannah","31401","48th",1,0,1,"Unknown",-81.0998342,32.0835407
"0001022",2012,"GA","Canton","30114","KNOX BRIDGE",1,0,1,"Investigation with Arson Module",-81.378447,40.7989473
"0002851",2012,"GA","ATHENS","30606","MARTIN",2,0,2,"Unknown",23.7275388,37.9838096
"0000440",2012,"GA","Forest Park","30297","North",1,0,1,"Investigation with Arson Module",-72.016756,42.799814
"0035446",2012,"GA","POWDER SPRINGS","30127","MURRAY",1,0,1,"Unknown",-84.683824,33.8595491
"0001623",2012,"GA","SMYRNA","30080","CHURCH",1,0,1,"Other Unintentional, Careless",27.1389082,38.418434
"0000700",2012,"GA","Moultrie","31768","4th",1,0,1,"Investigation with Arson Module",-83.7888387,31.1799407
"0000234",2012,"GA","CORDELE","31015","RAINBOW",1,0,1,"Unknown",-83.7823938,31.9635074
"0018424",2012,"GA","BAINBRIDGE","39819","Gordon Avenue",1,0,1,"Unknown",-122.5210008,47.6248791
"0000001",2012,"GA","Albany","31701","Cherry",1,0,1,"Cooking",-73.7562317,42.6525793
"0000962",2012,"GA","Albany","31701","Antioch",1,0,1,"Open Flame",-73.7562317,42.6525793
"0002999",2012,"GA","Peachtree City","30269","Adams Falls",1,0,1,"Investigation with Arson Module",-84.5963432,33.3968557
"0000466",2012,"GA","Rome","30161","Fosters Mill",1,0,1,"Unknown",12.4963655,41.9027835
"0000466",2012,"GA","Rome","30161","Fosters Mill",1,0,1,"Exposure",12.4963655,41.9027835
"0010246",2012,"GA","Cumming","30028","SAWNEE",1,0,1,"Unknown",-84.1401926,34.2073196
"1209941",2012,"GA","ATL","30312","MEMORIAL",1,0,1,"Cooking",-84.4277001,33.6407282
"1213225",2012,"GA","ATL","30310","BREWER",1,0,1,"Unknown",-84.4277001,33.6407282
"0001701",2012,"GA","ROSWELL","30075","ALPINE",1,0,1,"Intentional",-104.5230242,33.3942655
"1206145",2012,"GA","AUBURN","30011","FLOWERY BRANCH",1,0,1,"Unknown",-85.4951663,32.5933574
"1261352",2012,"GA","LILBURN","30047","EDITH",1,0,1,"Unknown",-84.1429719,33.8901036
"0002827",2012,"GA","Gainesville","30501","Linwood",1,0,1,"Smoking",-82.3248262,29.6516344
"0000233",2012,"GA","Waverly Hall","31831","Twin Lakes",1,0,1,"Other Unintentional, Careless",-84.7382609,32.683469
"0013566",2012,"GA","LOCUST GROVE","30248","DESTINY",1,0,1,"Intentional",-85.661387,38.286454
"0001408",2012,"GA","KATHLEEN","31047","ADDINGTON",1,0,1,"Intentional",-83.607683,32.4959812
"0120306",2012,"GA","WARNER ROBINS","31093","IGNICO",1,0,1,"Open Flame",-83.624201,32.6130007
"0121020",2012,"GA","WARNER ROBINS","31093","WARD",1,0,1,"Appliances",-83.624201,32.6130007
"0000339",2012,"GA","EAST DUBLIN","31027","REX MILLER",1,0,1,"Unknown",-82.8718084,32.548222
"0000079",2012,"GA","Leesburg","31763","State Highway 377",2,0,2,"Unknown",-77.5636015,39.1156615
"1200014",2012,"GA","Box Springs","31801","Finch",2,0,2,"Unknown",-84.6610372,32.5326403
"0000037",2012,"GA","COLUMBUS","31903","32ND",1,0,1,"Investigation with Arson Module",-82.9987942,39.9611755
"0004364",2012,"GA","COLUMBUS","31903","MARATHON",1,0,1,"Investigation with Arson Module",-82.9987942,39.9611755
"0000009",2012,"GA","Blackshear","31516","Oak Ridge",1,0,1,"Unknown",-82.2420661,31.3060513
"0000052",2012,"GA","Blackshear","31516","Trudie",1,0,1,"Unknown",-82.2420661,31.3060513
"0008055",2012,"GA","Hephzibah","30815","MEADOW GROVE",1,0,1,"Investigation with Arson Module",-82.0967857,33.3140311
"0011535",2012,"GA","Augusta","30904","APRICOT",1,0,1,"Investigation with Arson Module",-82.0105148,33.4734978
"0011535",2012,"GA","Augusta","30904","APRICOT",1,0,1,"Exposure",-82.0105148,33.4734978
"0005739",2012,"GA","CONYERS","30012","MOUNTAIN VIEW",2,0,2,"Investigation with Arson Module",-84.0176904,33.6676103
"1201211",2012,"GA","Lumpkin","31815","St Johns",1,0,1,"Electrical Malfunction",-84.7990901,32.0509895
"0000959",2012,"GA","Americus","31719","RW Jones",1,0,1,"Unknown",-84.2326876,32.0723861
"0001910",2012,"GA","LAGRANGE","30241","MARTHA",1,0,1,"Unknown",-85.0322444,33.0362218
"0001918",2012,"GA","LAGRANGE","30240","HINES",1,0,1,"Cooking",-85.0322444,33.0362218
"0000456",2012,"GA","Waycross","31503","JACKSON",1,0,1,"Unknown",-82.3540178,31.2135511
"0000004",2012,"GA","Odum","31555","Ashley",1,0,1,"Electrical Malfunction",-82.027895,31.6660432
"0111330",2012,"GA","Cleveland","30528","JOE BLACK",1,0,1,"Unknown",-81.6943605,41.49932
"0111330",2012,"GA","Cleveland","30528","JOE BLACK",1,0,1,"Exposure",-81.6943605,41.49932
"0000524",2012,"GA","Albany","31705","Fortune",1,0,1,"Unknown",-73.7562317,42.6525793
"0016219",2012,"HI","Pearl City","96782","HOOMALOLO",1,0,1,"Intentional",-157.9733333,21.3972222
"0016219",2012,"HI","Pearl City","96782","HOOMALOLO",1,0,1,"Exposure",-157.9733333,21.3972222
"0049098",2012,"HI","Honolulu","96826","Church",1,0,1,"Unknown",-157.8583333,21.3069444
"0000024",2012,"IA","Centerville","52544","19th",1,0,1,"Unknown",-84.1593818,39.6283928
"0000931",2012,"IA","Boone","50036","Boone",1,0,1,"Unknown",-81.6745517,36.216795
"2012179",2012,"IA","Peosta","52068","Sundown",1,0,1,"Unknown",-90.8504116,42.4491375
"0001061",2012,"IA","DUBUQUE","52001","CALEDONIA",1,0,1,"Unknown",-90.6645718,42.5005583
"9",2012,"IA","Fairfield","52556","17 th",1,0,1,"Other Heat",-73.2612615,41.1408363
"76-12",2012,"IA","Swisher","52338","Falcon",1,0,1,"Unknown",-91.693232,41.8458406
"1201544",2012,"IA","CEDAR RAPIDS","52405","22ND",1,0,1,"Unknown",-91.6656232,41.9778795
"1205525",2012,"IA","Cedar Rapids","52402","WESTERN PINE",1,0,1,"Smoking",-91.6656232,41.9778795
"0000032",2012,"IA","Onawa","51040","3rd",1,0,1,"Unknown",-96.0972376,42.0266548
"0002811",2012,"IA","DES MOINES","50315","HARTFORD",1,0,1,"Smoking",-93.6091064,41.6005448
"0005764",2012,"IA","DES MOINES","50317","35TH",1,0,1,"Smoking",-93.6091064,41.6005448
"0016873",2012,"IA","DES MOINES","50309","STANTON",1,0,1,"Intentional",-93.6091064,41.6005448
"0005032",2012,"IA","COUNCIL BLUFFS","51503","34",1,0,1,"Investigation with Arson Module",-95.8608333,41.2619444
"0007824",2012,"IA","COUNCIL BLUFFS","51503","BENNETT AV",1,0,1,"Investigation with Arson Module",-95.8608333,41.2619444
"1200034",2012,"IA","Grinnell","50112","Washington",1,0,1,"Appliances",-92.7201302,41.7490571
"0000831",2012,"IA","Ottumwa","52501","Osceola",1,0,1,"Intentional",-92.4083022,41.0160293
"0003372",2012,"IA","SIOUX CITY","51105","ROBINSON",1,0,1,"Electrical Malfunction",-96.4003069,42.4999942
"0005115",2012,"IA","SIOUX CITY","51105","21ST",1,0,1,"Open Flame",-96.4003069,42.4999942
"8004104",2012,"ID","Boise","83705","LOVELAND",1,0,1,"Smoking",-116.2146068,43.6187102
"8010640",2012,"ID","Boise","83709","RANDOLPH",1,0,1,"Unknown",-116.2146068,43.6187102
"0962",2012,"ID","Pocatello","83201","WARREN",1,0,1,"Smoking",-112.4455344,42.8713032
"0002407",2012,"ID","Blackfoot","83221","1200 West",1,0,1,"Unknown",-112.3449773,43.1904709
"0003594",2012,"ID","Coeur d Alene","83814","S SEARCHLIGHT LN",1,0,1,"Intentional",-116.7804664,47.6776832
"2012016",2012,"ID","BONNER","83856","McDonald Creek",2,0,2,"Heating",-113.8932526,46.8789224
"0000507",2012,"IL","Belvidere","61008","Hurlbut",3,0,3,"Other Unintentional, Careless",-88.8442674,42.2639098
"0000035",2012,"IL","Savanna","61074","Diehl",1,0,1,"Unknown",-90.1567944,42.0944671
"0000038",2012,"IL","Beardstown","62618","Hagener",2,0,2,"Unknown",-90.4242916,40.0175483
"0012015",2012,"IL","Marshall","62441","502 Redwoood",1,0,1,"Heating",-93.1968704,39.1230777
"012-128",2012,"IL","Carlyle","62253","21555 Fox Dr",1,0,1,"Unknown",-89.3725796,38.6103264
"1204121",2012,"IL","Mattoon","61938","Wedgewood Court",1,0,1,"Appliances",-88.3728255,39.4830897
"0009156",2012,"IL","Des Plaines","60018","IRWIN",1,0,1,"Investigation with Arson Module",-87.8833991,42.0333623
"0009476",2012,"IL","Arlington Heights","60004","DUNTON",1,0,1,"Intentional",-87.9806265,42.0883603
"0002088",2012,"IL","HOFFMAN ESTATES","60169","CUMBERLAND",1,0,1,"Unknown",-88.1227199,42.0629915
"0004645",2012,"IL","Mount Prospect","60056","CANNON",1,0,1,"Smoking",-87.9372908,42.0664167
"0005895",2012,"IL","BOLINGBROOK","60440","KINGSTON",1,0,1,"Unknown",-88.0683955,41.6986416
"0000032",2012,"IL","Calumet City","60409","Buffalo",1,0,1,"Unknown",-87.5294871,41.6155909
"0000360",2012,"IL","LANSING","60438","GREENBAY",1,0,1,"Intentional",-84.5555347,42.732535
"0001474",2012,"IL","MIDLOTHIAN","60445","147th",1,0,1,"Intentional",-96.9944489,32.482361
"01201",2012,"IL","PARK FOREST","60466","WESTERN",1,0,1,"Smoking",-87.6744891,41.4914236
"01573",2012,"IL","PARK FOREST","60466","ASH",2,0,2,"Other Heat",-87.6744891,41.4914236
"0005531",2012,"IL","Chicago","60626","SHERIDAN",1,0,1,"Other Heat",-87.6297982,41.8781136
"0013562",2012,"IL","Chicago","60657","LAKE SHORE",1,0,1,"Unknown",-87.6297982,41.8781136
"0035734",2012,"IL","Chicago","60640","BEACON",1,0,1,"Other Heat",-87.6297982,41.8781136
"0043579",2012,"IL","Chicago","60827","130TH",2,0,2,"Heating",-87.6297982,41.8781136
"0045946",2012,"IL","Chicago","60618","HAMLIN",1,0,1,"Open Flame",-87.6297982,41.8781136
"0078791",2012,"IL","Chicago","60628","PRAIRIE",2,0,2,"Other Heat",-87.6297982,41.8781136
"0082734",2012,"IL","Chicago","60638","NATCHEZ",1,0,1,"Unknown",-87.6297982,41.8781136
"0133425",2012,"IL","Chicago","60634","BELLE PLAINE",1,0,1,"Other Heat",-87.6297982,41.8781136
"0164035",2012,"IL","Chicago","60639","MARMORA",2,0,2,"Other Heat",-87.6297982,41.8781136
"0190324",2012,"IL","Chicago","60647","MOZART",1,0,1,"Other Heat",-87.6297982,41.8781136
"0279886",2012,"IL","Chicago","60639","ALTGELD",1,0,1,"Other Heat",-87.6297982,41.8781136
"0386226",2012,"IL","Chicago","60617","AVENUE O",1,0,1,"Other Heat",-87.6297982,41.8781136
"0462413",2012,"IL","Chicago","60623","LAWNDALE",1,0,1,"Other Heat",-87.6297982,41.8781136
"0512419",2012,"IL","Chicago","60645","SACRAMENTO",2,0,2,"Other Heat",-87.6297982,41.8781136
"0552963",2012,"IL","Chicago","60632","AVERS",1,0,1,"Other Heat",-87.6297982,41.8781136
"0561818",2012,"IL","Chicago","60612","FRANKLIN",1,0,1,"Unknown",-87.6297982,41.8781136
"0638959",2012,"IL","Chicago","60647","CENTRAL PARK",1,0,1,"Unknown",-87.6297982,41.8781136
"0715138",2012,"IL","Chicago","60624","VAN BUREN",1,0,1,"Appliances",-87.6297982,41.8781136
"0759689",2012,"IL","Chicago","60636","PAULINA",2,0,2,"Cooking",-87.6297982,41.8781136
"0000599",2012,"IL","Clinton","61727","Walnut",1,0,1,"Heating",-76.8983059,38.7651145
"0003350",2012,"IL","Bensenville","60106","York",1,0,1,"Investigation with Arson Module",-87.9400657,41.9550296
"0003499",2012,"IL","Lombard","60148","AHRENS",1,0,1,"Unknown",-88.0078435,41.8800296
"0002596",2012,"IL","Villa Park","60181","Princeton",1,0,1,"Unknown",-87.9889543,41.8897519
"0012017",2012,"IL","Kempton","60946","Township Line Road",1,0,1,"Unknown",-75.8524214,40.6262044
"0000279",2012,"IL","Benton","62812","Main",1,0,1,"Unknown",-92.586828,34.5645371
"0120442",2012,"IL","Lewistown","61542","Jefferson",1,0,1,"Unknown",-77.571382,40.5992395
"1200008",2012,"IL","Kane","62054","Hinton",2,0,2,"Unknown",-78.8111427,41.6628394
"0001466",2012,"IL","Morris","60450","CREEK",1,0,1,"Other Unintentional, Careless",-74.5463282,40.8336038
"0000098",2012,"IL","Mount Vernon","62864","23rd",1,0,1,"Unknown",-77.0861753,38.707982
"0001431",2012,"IL","Mount Vernon","62864","Perkins",1,0,1,"Investigation with Arson Module",-77.0861753,38.707982
"0000730",2012,"IL","Yorkville","60560","MUIRFIELD",1,0,1,"Intentional",-73.9492079,40.7762231
"2120054",2012,"IL","Plano","60545","West",1,0,1,"Other Heat",-96.6988856,33.0198431
"0003222",2012,"IL","Highland Park","60035","MIDLAND",1,0,1,"Unknown",-81.412587,40.9173083
"0000642",2012,"IL","ZION","60099","Sheridan",1,0,1,"Unknown",-87.8328505,42.4461322
"0008185",2012,"IL","WAUKEGAN","60085","JENKINSON",1,0,1,"Playing with Heat Source",-87.8447938,42.3636331
"0000709",2012,"IL","Edwardsville","62025","Hillsboro",2,0,2,"Investigation with Arson Module",-89.953157,38.8114364
"0000467",2012,"IL","GLEN CARBON","62034","30 TRAILER",1,0,1,"Unknown",-89.983158,38.7483814
"0000467",2012,"IL","GLEN CARBON","62034","30 TRAILER",1,0,1,"Exposure",-89.983158,38.7483814
"0000467",2012,"IL","GLEN CARBON","62034","30 TRAILER",1,0,1,"Exposure",-89.983158,38.7483814
"0000494",2012,"IL","GLEN CARBON","62034","MAIN",1,0,1,"Smoking",-89.983158,38.7483814
"0000002",2012,"IL","MADISON","62060","304 TERRY STREET",1,0,1,"Unknown",-89.4012302,43.0730517
"1200002",2012,"IL","Sorento","62086","1626 Elevator Rd",1,0,1,"Unknown",-89.5736984,38.998935
"0000147",2012,"IL","Columbia","62236","Liberty",1,0,1,"Other Heat",-81.0348144,34.0007104
"2012083",2012,"IL","HILLSBORO","62049","Douglas",1,0,1,"Unknown",-122.989827,45.5228939
"1201539",2012,"IL","PEORIA","61604","GIFT",3,0,3,"Unknown",-89.5889864,40.6936488
"1204558",2012,"IL","PEORIA","61602","SHOSHONE",1,0,1,"Unknown",-89.5889864,40.6936488
"1210260",2012,"IL","PEORIA","61602","SHELLEY",1,0,1,"Other Unintentional, Careless",-89.5889864,40.6936488
"1200005",2012,"IL","Pinckneyville","62274","Wisconsin",1,0,1,"Smoking",-89.3820321,38.0803286
"0001901",2012,"IL","Metropolis","62960","Hamletsburg Dog Island Road",3,0,3,"Unknown",-88.7319979,37.1511655
"0000079",2012,"IL","ELDORADO","62930","GARFIELD",1,0,1,"Other Unintentional, Careless",-88.4381029,37.8136583
"0012399",2012,"IL","SPRINGFIELD","62704","KIRKLEY",1,0,1,"Intentional",-72.5815724,42.1072647
"0012798",2012,"IL","SPRINGFIELD","62712","HAYLEY",1,0,1,"Unknown",-72.5815724,42.1072647
"0013754",2012,"IL","SPRINGFIELD","62712","TROON",1,0,1,"Unknown",-72.5815724,42.1072647
"0015973",2012,"IL","SPRINGFIELD","62703","CORNELL",1,0,1,"Other Unintentional, Careless",-72.5815724,42.1072647
"0012057",2012,"IL","Herrick","62431","Adams",1,0,1,"Open Flame",-88.9845172,39.2203197
"0001341",2012,"IL","E St Louis ","62204","37th",2,0,2,"Unknown",-90.1506465,38.624514
"0000028",2012,"IL","Washington Park","62204","Forest",1,0,1,"Unknown",-84.5173035,39.109221
"0012064",2012,"IL","Pekin","61568","Towerline",1,0,1,"Intentional",-89.640658,40.5675388
"0000687",2012,"IL","Joliet","60432","STERLING",1,0,1,"Unknown",-88.0817251,41.525031
"2012261",2012,"IL","Marion","62959","logan",1,0,1,"Unknown",-85.6591442,40.5583739
"0000108",2012,"IN","Decatur","46733","Roeville RD",1,0,1,"Unknown",-84.2963123,33.7748275
"0013849",2012,"IN","FORT WAYNE","46806","ANDRE",1,0,1,"Unknown",-85.1393513,41.079273
"1200327",2012,"IN","New Haven","46774","GREEN",1,0,1,"Unknown",-72.9278835,41.308274
"0000252",2012,"IN","WASHINGTON","47501","7TH",1,0,1,"Unknown",-120.7401386,47.7510741
"0000252",2012,"IN","WASHINGTON","47501","7TH",1,0,1,"Exposure",-120.7401386,47.7510741
"0000252",2012,"IN","WASHINGTON","47501","7TH",1,0,1,"Exposure",-120.7401386,47.7510741
"0000252",2012,"IN","WASHINGTON","47501","7TH",1,0,1,"Exposure",-120.7401386,47.7510741
"0000252",2012,"IN","WASHINGTON","47501","7TH",1,0,1,"Exposure",-120.7401386,47.7510741
"0000252",2012,"IN","WASHINGTON","47501","7TH",1,0,1,"Exposure",-120.7401386,47.7510741
"0000252",2012,"IN","WASHINGTON","47501","7TH",1,0,1,"Exposure",-120.7401386,47.7510741
"0000252",2012,"IN","WASHINGTON","47501","7TH",1,0,1,"Exposure",-120.7401386,47.7510741
"0000252",2012,"IN","WASHINGTON","47501","7TH",1,0,1,"Exposure",-120.7401386,47.7510741
"0000447",2012,"IN","Princeton","47670","SEMINARY",1,0,1,"Appliances",-74.6514481,40.3439888
"0000251",2012,"IN","Solsberry","47459","Uland",1,0,1,"Smoking",-86.7561147,39.0833795
"0000917",2012,"IN","Bloomington","47402","ALLEN STREET",1,0,1,"Unknown",-86.5263857,39.165325
"0000418",2012,"IN","Mooresville","46158","Center",1,0,1,"Unknown",-80.8100724,35.5848596
"12228",2012,"IN","Albion","46701","7th",1,0,1,"Unknown",-84.7530304,42.243097
"0000145",2012,"IN","PETERSBURG","47567","Knox",1,0,1,"Unknown",-77.4019267,37.2279279
"0327024",2012,"IN","Winchester","47394","Old US27",1,0,1,"Unknown",-78.1633341,39.1856597
"0003642",2012,"IN","South Bend","46637","Darden",1,0,1,"Other Heat",-86.2519898,41.6763545
"0012186",2012,"IN","Fountaintown","46130","600 S",1,0,1,"Intentional",-85.7831323,39.6949203
"0001346",2012,"IN","ANGOLA","46703","Growth",1,0,1,"Open Flame",17.873887,-11.202692
"0000168",2012,"IN","Lafayette","47909","350",1,0,1,"Unknown",-92.0198427,30.2240897
"1280284",2012,"IN","EVANSVILLE","47710","MARYLAND",1,0,1,"Intentional",-87.5710898,37.9715592
"0000089",2012,"IN","PEKIN","47165","OLD PEKIN",1,0,1,"Unknown",-89.640658,40.5675388
"0000005",2012,"KS","Medicine Lodge","67104","Curry Lane",1,0,1,"Smoking",-98.580361,37.2811339
"1200007",2012,"KS","Horton","66439","2nd",1,0,1,"Intentional",-2.967601,50.92902
"0000854",2012,"KS","Hays","67601","6th",1,0,1,"Unknown",-99.3267702,38.8791783
"0000017",2012,"KS","GARDEN CITY","67846","NANCY",3,0,3,"Unknown",-73.6342954,40.7267682
"0001021",2012,"KS","Dodge City","67801","Second Ave",2,0,2,"Electrical Malfunction",-100.0170787,37.7527982
"0320141",2012,"KS","OLATHE","66062","Somerset",1,0,1,"Cooking",-94.8191285,38.8813958
"0000591",2012,"KS","PARSONS","67357","Main",1,0,1,"Heating",-95.2610838,37.3403384
"0000405",2012,"KS","INDEPENDENCE","67301","EDISON",1,0,1,"Open Flame",-94.4155068,39.0911161
"1200244",2012,"KS","Chanute","66720","Larson",1,0,1,"Unknown",-95.4572034,37.6792135
"0000041",2012,"KS","Plainville","67663","620 S Plainville Ave",1,0,1,"Unknown",-72.8633635,41.6757457
"0008659",2012,"KS","Wichita","67216","IDA",1,0,1,"Smoking",-97.330053,37.6871761
"0027111",2012,"KS","Wichita","67217","GLENN",1,0,1,"Smoking",-97.330053,37.6871761
"0059684",2012,"KS","Wichita","67218","TWIN OAKS",2,0,2,"Other Unintentional, Careless",-97.330053,37.6871761
"0060704",2012,"KS","Wichita","67218","GEORGE WASHINGTON",1,0,1,"Appliances",-97.330053,37.6871761
"0036695",2012,"KS","Derby","67037","87TH",1,0,1,"Unknown",-73.0889973,41.3206523
"1471",2012,"KS","TOPEKA","66604","NAVAJO",4,0,4,"Equipment Misoperation, Failure",-95.6890185,39.0558235
"1471",2012,"KS","TOPEKA","66604","NAVAJO",4,0,4,"Exposure",-95.6890185,39.0558235
"1471",2012,"KS","TOPEKA","66604","NAVAJO",4,0,4,"Exposure",-95.6890185,39.0558235
"1471",2012,"KS","TOPEKA","66604","NAVAJO",4,0,4,"Exposure",-95.6890185,39.0558235
"1471",2012,"KS","TOPEKA","66604","NAVAJO",4,0,4,"Exposure",-95.6890185,39.0558235
"4596",2012,"KS","TOPEKA","66609","37TH",1,0,1,"Smoking",-95.6890185,39.0558235
"11764",2012,"KS","TOPEKA","66609","TOPEKA",1,0,1,"Smoking",-95.6890185,39.0558235
"2001003",2012,"KS","KANSAS CITY","66105","9TH",1,0,1,"Open Flame",-94.5785667,39.0997265
"2016946",2012,"KS","KANSAS CITY","66111","75TH",1,0,1,"Unknown",-94.5785667,39.0997265
"2022140",2012,"KS","KANSAS CITY","66104","WAVERLY",1,0,1,"Unknown",-94.5785667,39.0997265
"0000011",2012,"KY","Columbia","42728","Knifley",1,0,1,"None",-81.0348144,34.0007104
"0000499",2012,"KY","Glasgow","42141","BRYAN",1,0,1,"Unknown",-4.251806,55.864237
"0002511",2012,"KY","OWENSBORO","42301","JED",1,0,1,"Unknown",-87.1111676,37.7719074
"0005874",2012,"KY","OWENSBORO","42301","TANGLEWOOD",1,0,1,"Unknown",-87.1111676,37.7719074
